1,adler,advac triple aviar  20 ml,10,22.55555556,58,25.77777778,1,1
2,adler,advac triple aviar  50 ml,10,32.27777778,83,36.88888889,1,1
3,adler,advac triple aviar  100 ml,10,41.61111111,107,47.55555556,1,1
4,adler,advac triple aviar curativa 20 ml,10,31.11111111,80,35.55555556,1,1
5,adler,advac triple aviar curativa 50 ml,10,45.88888889,118,52.44444444,1,1
6,adler,advac triple aviar curativa 100 ml,10,65.33333333,168,74.66666667,1,1
7,adler,advac new castle 25 ds,10,23.33333333,60,26.66666667,1,1
8,adler,advac new castle 50 ds,10,26.05555556,67,29.77777778,1,1
9,adler,advac new castle 100 ds,10,29.94444444,77,34.22222222,1,1
10,adler,advac viruela 50 ds,10,30.72222222,79,35.11111111,1,1
11,adler,advac viruela 100 ds,10,35.38888889,91,40.44444444,1,1
12,adler,adecto forte pasta,10,80.11111111,206,91.55555556,1,1
13,adler,11 vias 50,10,130.2777778,335,148.8888889,1,1
14,adler,11 vias 100,10,221.6666667,570,253.3333333,1,1
15,adler,11 vias 250,10,392.7777778,1010,448.8888889,1,1
16,adler,contrac 10 ml,10,24.88888889,64,28.44444444,1,1
17,adler,proteleer complex 20 ml,10,22.55555556,58,25.77777778,1,1
18,adler,proteleer complex 100 ml,10,82.83333333,213,94.66666667,1,1
19,adler,proteler complex 250 ml,10,147,378,168,1,1
20,adler,proteler 20 ml,10,21.77777778,56,24.88888889,1,1
21,adler,proteleer 100 ml,10,78.55555556,202,89.77777778,1,1
22,adler,estrepto leer forte dex,10,58.72222222,151,67.11111111,1,1
23,adler,estrepto extra f 2 mll,10,40.05555556,103,45.77777778,1,1
24,adler,estrepto extra f 4,10,53.27777778,137,60.88888889,1,1
25,adler,estrepto extra f 6 ml,10,61.05555556,157,69.77777778,1,1
26,adler,adeler 100 ml,10,126.3888889,325,144.4444444,1,1
27,adler,adeler 500 ml,10,403.2777778,1037,460.8888889,1,1
28,adler,kaomol 60 ml,10,30.33333333,78,34.66666667,1,1
29,adler,flohsin jabon 50 gr,10,403.2777778,1037,460.8888889,1,1
30,adler,flohsin jabon 100 gr,10,30.33333333,78,34.66666667,1,1
31,adler,arsiler 100 ml,10,96.05555556,247,109.7777778,1,1
32,adler,arsiler 250 ml,10,174.2222222,448,199.1111111,1,1
33,adler,3 sulfas 500 ml,10,54.44444444,140,62.22222222,1,1
34,adler,3 sulfas 100 ml,10,116.6666667,300,133.3333333,1,1
35,adler,tylogant 20,10,51.33333333,132,58.66666667,1,1
36,adler,tylogant 100,10,210.3888889,541,240.4444444,1,1
37,adler,vitaler b12 5500 100,10,358.1666667,921,409.3333333,1,1
38,adler,vitrolero  40 jabones,10,404.4444444,1040,462.2222222,1,1
39,adler,vitadunkel 100 ml,10,77,198,88,1,1
40,adler,vitadunkel 250 ml,10,165.2777778,425,188.8888889,1,1
41,agro vet ,ampiso vet,10,33.5,67,40.2,1,1
42,agro vet ,azul c atomizador,10,27.5,55,33,1,1
43,agro vet ,azul vet 100 ml,10,20,40,24,1,1
44,agro vet ,hierro vet 100 ml,10,92.5,185,111,1,1
45,agro vet ,oxitovet,10,184,368,220.8,1,1
46,agro vet ,procamicin 100 ml,10,182.5,365,219,1,1
47,agrovet,dexa estrepto 2 mll,10,50.74,118,62.54,1,1
48,agrovet,dexa estrepto 4 mll,10,70.95,165,87.45,1,1
49,agrovet,dexa estrepto 6 mll,10,82.99,193,102.29,1,1
50,agrovet,dexa estrepto 12 mll,10,129.86,302,160.06,1,1
51,agrovet,dexa estrepto 50 mll,10,335.4,780,413.4,1,1
52,agrovet,dipironil 500 ml,10,187.05,435,230.55,1,1
53,agrovet,estrepto plus 4 mlls,10,60.2,140,74.2,1,1
54,agrovet,estrepto plus 6 mlls,10,66.22,154,81.62,1,1
55,agrovet,estrepto plus 12 mlls,10,127.71,297,157.41,1,1
56,agrovet,estrepto plus 50 mlls,10,302.72,704,373.12,1,1
57,agrovet,streptovet 4 mll,10,51.6,120,63.6,1,1
58,agrovet,streptovet 6 mll,10,60.2,140,74.2,1,1
59,agrovet,streptovet 50 mll,10,243.38,566,299.98,1,1
60,agrovet,vitanhegra 10 ml,10,118.68,276,146.28,1,1
61,agrovet,vitanhegra 20 ml,10,35.905,83.5,44.255,1,1
62,agrovet,vitanhegra 50 ml,10,67.94,158,83.74,1,1
63,agrovet,vitanhegra 100 ml,10,107.5,250,132.5,1,1
64,agrovet,vitanhegra 250 ml,10,212.85,495,262.35,1,1
65,agrovet,crema don Ricardo,10,101.05,235,124.55,1,1
66,andoci,andobiotic 1 ml,10,40.94,89,49.84,1,1
67,andoci,andobiotic 5 ml,10,68.54,149,83.44,1,1
68,andoci,avefenicol 20 ml,10,36.34,79,44.24,1,1
69,andoci,avefenicol 100 ml,10,54.74,119,66.64,1,1
70,andoci,avefenicol tabletas,10,125.58,273,152.88,1,1
71,andoci,closiver ade + b12 50 ml,10,169.74,369,206.64,1,1
72,andoci,closiver ade + b12 250 ml,10,583.74,1269,710.64,1,1
73,andoci,espasmo sedal  50 ml,10,57.96,126,70.56,1,1
74,andoci,fetol 10 ml,10,22.54,49,27.44,1,1
75,andoci,fibrocine 100 ml,10,188.14,409,229.04,1,1
76,andoci,fibrocine 50 ml,10,122.36,266,148.96,1,1
77,andoci,hemoplex 100 ml,10,137.54,299,167.44,1,1
78,andoci,hemoplex 250 ml,10,257.14,559,313.04,1,1
79,andoci,hemoplex 50 ml,10,94.76,206,115.36,1,1
80,andoci,koagusan 100 ml,10,74.98,163,91.28,1,1
81,andoci,koagusan 25 ml,10,33.58,73,40.88,1,1
82,andoci,locion antiverugas ,10,57.96,126,70.56,1,1
83,andoci,rin tin tin jabon,10,25.76,56,31.36,1,1
84,andoci,timpakaps 100 ml,10,59.34,129,72.24,1,1
85,andoci,timpakaps 250 ml,10,80.96,176,98.56,1,1
86,andoci,timpakaps 460 ml,10,151.34,329,184.24,1,1
87,andoci,ubricina  5 mlls,10,74.98,163,91.28,1,1
88,andoci,ubricina plus,10,90.16,196,109.76,1,1
89,andoci,ubricina pomada,10,76.36,166,92.96,1,1
90,andoci,ubricina JERINGA 10 ml,10,19.32,42,23.52,1,1
91,andoci,ubricina infusion 100 ml,10,139.38,303,169.68,1,1
92,andoci,vermicell pastilla,10,137.54,299,167.44,1,1
93,anglo,vermifugo DEL DR BIXLER 10 TABS,10,802.8,1338,936.6,1,1
94,aranda,absorvet ,10,119.6,299,155.48,1,1
95,aranda,ascorbol iny 10 ml,10,31.2,78,40.56,1,1
96,aranda,ascorbol iny 50 ml,10,87.2,218,113.36,1,1
97,aranda,ascorbol iny. B 12 5000  10 ml,10,63.6,159,82.68,1,1
98,aranda,ascorbol plus 100 caps,10,95.6,239,124.28,1,1
99,aranda,ascorbol plus 50,10,65.2,163,84.76,1,1
100,aranda,ascorbol mr t,10,23.6,59,30.68,1,1
101,aranda,balsamo blanco 60 gr,10,38,95,49.4,1,1
102,aranda,balsamo blanco 100 gr,10,43.2,108,56.16,1,1
103,aranda,balsamo blanco 240 gr,10,92,230,119.6,1,1
104,aranda,bebida universal p tos,10,63.2,158,82.16,1,1
105,aranda,beef se 10,10,28.4,71,36.92,1,1
106,aranda,beef se 100 ml,10,161.6,404,210.08,1,1
107,aranda,bolos uterinos,10,206,515,267.8,1,1
108,aranda,caldex fm. 500 ml,10,118,295,153.4,1,1
109,aranda,chevinal jarabe,10,135.2,338,175.76,1,1
110,aranda,colmax 100 ml,10,373.6,934,485.68,1,1
111,aranda,complejo b reforzado 10 ml,10,26.8,67,34.84,1,1
112,aranda,complejo b reforzado 50 ml,10,54,135,70.2,1,1
113,aranda,complejo b reforzado 100 ml,10,87.6,219,113.88,1,1
114,aranda,dexametazona 20 ml,10,41.6,104,54.08,1,1
115,aranda,enroxol 20 ml,10,40.4,101,52.52,1,1
116,aranda,enroxol 100 ml,10,119.6,299,155.48,1,1
117,aranda,enroxol 250 ml,10,254,635,330.2,1,1
118,aranda,eutafin 100 ml,10,611.2,1528,794.56,1,1
119,aranda,euyacol forte 50 ml,10,58,145,75.4,1,1
120,aranda,euyacol forte 100 ml,10,85.2,213,110.76,1,1
121,aranda,ferrajet 10 ml,10,30.4,76,39.52,1,1
122,aranda,ferrajet 100 ml,10,135.6,339,176.28,1,1
123,aranda,ferrajet 25 ml,10,45.2,113,58.76,1,1
124,aranda,ferrajet 50 ml,10,79.2,198,102.96,1,1
125,aranda,fluviotic 4 mll,10,77.2,193,100.36,1,1
126,aranda,iverfull 10 ml,10,26.4,66,34.32,1,1
127,aranda,iverfull 100 ml,10,119.2,298,154.96,1,1
128,aranda,iverfull 250 ml,10,225.2,563,292.76,1,1
129,aranda,iverfull 500 ml,10,374,935,486.2,1,1
130,aranda,iverfull F 100 ML,10,165.6,414,215.28,1,1
131,aranda,iverfull f 500 ml,10,518,1295,673.4,1,1
132,aranda,iverfull F 100 ML bovinos,10,245.2,613,318.76,1,1
133,aranda,iverfull f 500 ml bovinos,10,1026.4,2566,1334.32,1,1
134,aranda,iverfull ade macrovit 10 ml,10,40.8,102,53.04,1,1
135,aranda,iverfull ade macrovit 100 ml,10,213.6,534,277.68,1,1
136,aranda,iverfull ade macrovit 500 ml,10,579.6,1449,753.48,1,1
137,aranda,iverfull pasta,10,79.2,198,102.96,1,1
138,aranda,iverfull pasta vitaminada,10,98.4,246,127.92,1,1
139,aranda,iverfull polvo,10,335.6,839,436.28,1,1
140,aranda,l vermizol 20 ml,10,39.2,98,50.96,1,1
141,aranda,l vermizol 50ml,10,62,155,80.6,1,1
142,aranda,l vermizol 100 m,10,83.6,209,108.68,1,1
143,aranda,l vermizol 250 ml,10,190.8,477,248.04,1,1
144,aranda,l vermizol 500 m,10,329.2,823,427.96,1,1
145,aranda,lasarnol ,10,62.8,157,81.64,1,1
146,aranda,lasarnol  pets,10,35.2,88,45.76,1,1
147,aranda,laxa pets ,10,61.6,154,80.08,1,1
148,aranda,melodex pets oral,10,25.6,64,33.28,1,1
149,aranda,melodex pets iny,10,54.8,137,71.24,1,1
150,aranda,melodex 10 ml,10,29.2,73,37.96,1,1
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
